"precio","marcaModelo","anio","vistas","Cilindrada","Estilo","Combustible","Transmisión","Estado","Kilometraje","Placa","Color exterior","Color interior","# de puertas","Ya pagó impuestos","Precio negociable","Se recibe vehículo","Provincia","Fecha de ingreso","cantidadExtras","marca","modelo"
4900000,"Hyundai ELANTRA",2011,3651,1800,"Sedán","Gasolina","Automática/Dual","Bueno",118000,"Termina en 0","GRIS","GRIS-NEGRO",5,"SI","SI","SI","Limón","27 de Octubre del 2020",17,"Hyundai","ELANTRA"
5700000,"Nissan FRONTIER",2005,227,2500,"Pickup 4x2","Gasolina","Manual","Bueno",141596,"Termina en 2","NEGRO","GRIS",2,"SI","SI","NO","Alajuela","21 de Diciembre del 2020",16,"Nissan","FRONTIER"
8400000,"Toyota COROLLA ",2016,322,1800,"Sedán","Gasolina","Automática/Dual","Excelente",114000,"Termina en 4","GRIS","GRIS",4,"SI","SI","NO","Alajuela","20 de Enero del 2021",14,"Toyota","COROLLA"
1400000,"Honda CIVIC",1995,1197,1600,"Hatchback","Gasolina","Manual","Excelente",264000,"Termina en 1","BLANCO","GRIS",2,"SI","NO","NO","Alajuela","21 de Diciembre del 2020",8,"Honda","CIVIC"
7499990,"Hyundai GRAND I10",2019,725,1200,"Hatchback","Gasolina","Automática/Dual","Excelente",27000,"Termina en 2","GRIS","GRIS",4,"SI","NO","SI","Heredia","29 de Diciembre del 2020",18,"Hyundai","GRAND I10"
4000000,"Ford EXPLORER XLS",2002,2694,4000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",160000,"Termina en 0","BLANCO","GRIS",5,"SI","SI","NO","San José","20 de Enero del 2021",15,"Ford","EXPLORER XLS"
9500000,"Hyundai H1",2011,249,2400,"Microbús/Minivan","Híbrido","Automática/Dual","Excelente",147000,"Termina en 4","DORADO","BEIGE",4,"SI","SI","NO","Alajuela","28 de Diciembre del 2020",18,"Hyundai","H1"
2200000,"Toyota COROLLA",1999,24,1800,"Sedán","Gasolina","Manual","Excelente",,"Termina en 8","VINO","BEIGE",4,"SI","SI","NO","Cartago","04 de Febrero del 2021",9,"Toyota","COROLLA"
17080000,"Volkswagen TIGUAN",2018,1880,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",34000,"Termina en 1","BLANCO","NEGRO",4,"SI","NO","NO","Heredia","18 de Diciembre del 2020",31,"Volkswagen","TIGUAN"
4800000,"Hyundai H100",2006,372,2700,"Camión 1.0-3.5 ton.","Diesel","Manual","Excelente",289620,"Termina en 3","BLANCO","GRIS",2,"SI","SI","NO","Limón","26 de Diciembre del 2020",5,"Hyundai","H100"
3700000,"Nissan PATHFINDER",1997,155,3300,"Todo Terreno 4x4","Gasolina","Manual","Excelente",200000,"ND","NEGRO","CUERO BLANCO",4,"SI","SI","NO","San José","06 de Enero del 2021",10,"Nissan","PATHFINDER"
6600000,"Kia SORENTO",2011,256,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Muy Bueno",130000,"ND","GRIS","GRIS",5,"SI","NO","NO","Cartago","28 de Enero del 2021",25,"Kia","SORENTO"
6120132,"Hyundai ELANTRA LIMITED",2012,980,1800,"Sedán","Gasolina","Manual","Excelente",74000,"ND","GRIS","GRIS",4,"SI","NO","SI","Heredia","30 de Noviembre del 2020",21,"Hyundai","ELANTRA LIMITED"
9400000,"Hyundai TUCSON ",2011,1329,2000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",53890,"ND","BLANCO","NEGRO",5,"SI","SI","NO","Alajuela","29 de Noviembre del 2020",34,"Hyundai","TUCSON"
5750000,"Hyundai VELOSTER",2014,739,1600,"Hatchback","Gasolina","Manual","Excelente",80000,"Termina en 2","GRIS","NEGRO",3,"SI","SI","NO","San José","18 de Diciembre del 2020",24,"Hyundai","VELOSTER"
10900000,"Hyundai SANTA FE",2014,55,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",118000,"Termina en 7","BLANCO","GRIS",5,"SI","NO","NO","San José","02 de Febrero del 2021",7,"Hyundai","SANTA FE"
29000000,"Jaguar F-PACE",2017,1390,2000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",40800,"Termina en 9","ROJO","NEGRO",5,"SI","NO","NO","San José","08 de Diciembre del 2020",36,"Jaguar","F-PACE"
5200000,"Hyundai ACCENT",2012,82,1400,"Sedán","Gasolina","Manual","Excelente",49000,"Termina en 4","AZUL","NEGRO",5,"SI","SI","NO","San José","15 de Enero del 2021",17,"Hyundai","ACCENT"
4500000,"Kia SPORTAGE",2007,616,2000,"Todo Terreno 4x4","Diesel","Manual","Excelente",96000,"Termina en 8","BLANCO","NEGRO",5,"SI","SI","NO","Heredia","11 de Noviembre del 2020",13,"Kia","SPORTAGE"
3200000,"Honda CIVIC V-TEC",2003,872,1700,"Sedán","Gasolina","Manual","Excelente",193000,"Termina en 9","GRIS","GRIS OSCURO",4,"SI","SI","NO","San José","18 de Noviembre del 2020",18,"Honda","CIVIC V-TEC"
5400000,"Hyundai SANTA FE",2007,1657,3300,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",147000,"ND","CELESTE","BEIGE",5,"SI","SI","SI","San José","08 de Noviembre del 2020",26,"Hyundai","SANTA FE"
1750000,"Daihatsu ROCKY",1991,2056,1600,"Todo Terreno 4x4","Gasolina","Manual","Muy Bueno",231058,"ND","BLANCO","GRIS",2,"SI","SI","NO","San José","21 de Diciembre del 2020",2,"Daihatsu","ROCKY"
5250000,"Mahindra SCORPIO VLX ",2013,4305,2200,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",93000,"Termina en 8","NEGRO","NEGRO",5,"SI","SI","NO","San José","28 de Julio del 2020",10,"Mahindra","SCORPIO VLX"
11000000,"Ssang Yong STAVIC",2017,66,2000,"Microbús/Minivan","Diesel","Manual","Excelente",105000,"Termina en 5","BLANCO","NEGRO",4,"SI","SI","SI","San José","26 de Enero del 2021",12,"Ssang Yong","STAVIC"
2800000,"Toyota RAV4",1998,1104,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",138527,"Termina en 9","NEGRO","GRIS",5,"SI","SI","NO","San José","18 de Enero del 2021",12,"Toyota","RAV4"
300000,"Hyundai EXCEL",1988,511,1500,"Sedán","Gasolina","Manual","Regular",252806,"Termina en 6","GRIS","AZUL",4,"SI","SI","NO","Heredia","13 de Enero del 2021",1,"Hyundai","EXCEL"
5300000,"Volkswagen JETTA",2012,551,2500,"Sedán","Gasolina","Manual","Excelente",105000,"Termina en 1","GRIS","NEGRO",4,"SI","SI","NO","San José","15 de Enero del 2021",20,"Volkswagen","JETTA"
4700000,"Suzuki GRAND VITARA XL7",2002,2433,2700,"Todo Terreno 4x2","Gasolina","Manual","Excelente",122000,"Termina en 6","CHAMPAGNE","GRIS",5,"SI","SI","NO","Puntarenas","14 de Julio del 2020",16,"Suzuki","GRAND VITARA XL7"
8600000,"Suzuki SCROSS GL",2015,561,1600,"Hatchback","Gasolina","Automática/Dual","Excelente",75000,"ND","CAFE OSCURO","NEGRO",5,"SI","NO","NO","Heredia","30 de Octubre del 2020",21,"Suzuki","SCROSS GL"
5100000,"Honda CIVIC",2006,54,2000,"Sedán","Gasolina","Manual","Muy Bueno",251000,"Termina en 4","NEGRO","GRIS",2,"SI","SI","SI","Alajuela","01 de Febrero del 2021",22,"Honda","CIVIC"
10350000,"Nissan QASHQAI",2016,2020,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",114000,"Termina en 7","GRIS","NEGRO",4,"SI","SI","NO","Alajuela","04 de Enero del 2021",25,"Nissan","QASHQAI"
3500000,"Toyota HIACE",2000,165,2000,"Microbús/Minivan","Diesel","Manual","Muy Bueno",170000,"Termina en 9","AZUL","AZUL",4,"SI","SI","NO","San José","29 de Enero del 2021",7,"Toyota","HIACE"
11100000,"Jeep RENEGADE",2017,276,1800,"Todo Terreno 4x2","Gasolina","Manual","Muy Bueno",47500,"Termina en 1","NEGRO","GRIS",5,"SI","SI","NO","Alajuela","18 de Diciembre del 2020",20,"Jeep","RENEGADE"
3200000,"Hyundai ACCENT",2008,72,1600,"Hatchback","Gasolina","Manual","Excelente",114500,"ND","PLATA","NEGRO",3,"SI","NO","NO","Heredia","29 de Enero del 2021",15,"Hyundai","ACCENT"
3900000,"Toyota COROLLA",2008,297,1800,"Sedán","Gasolina","Manual","Muy Bueno",200000,"Termina en 6","BLANCO","GRIS",4,"SI","SI","NO","Cartago","15 de Enero del 2021",19,"Toyota","COROLLA"
8800000,"Hyundai AVANTE",2016,55,1600,"Sedán","Gasolina","Automática/Dual","Excelente",30250,"ND","BLANCO","NEGRO",4,"SI","SI","SI","San José","02 de Febrero del 2021",0,"Hyundai","AVANTE"
4300000,"Hyundai TUCSON GL",2005,686,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",207462,"Termina en 4","BEIGE Y NEGRO","GRIS Y NEGRO",5,"SI","SI","NO","Alajuela","14 de Diciembre del 2020",15,"Hyundai","TUCSON GL"
15000000,"Honda CIVIC EXT",2017,3645,1500,"Hatchback","Gasolina","Automática/Dual","Excelente",17500,"Termina en 3","BLANCO","NEGRO",5,"SI","SI","NO","San José","25 de Agosto del 2020",25,"Honda","CIVIC EXT"
7366795,"Subaru FORESTER",2006,509,2475,"Station Wagon","Gasolina","Manual","Excelente",202777,"Termina en 0","AZUL","GRIS",5,"SI","SI","SI","Limón","12 de Enero del 2021",15,"Subaru","FORESTER"
32000000,"Audi Q5 ",2018,1618,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",6000,"Termina en 8","GRIS ARENA","GRIS CLARO",5,"SI","NO","NO","Cartago","11 de Noviembre del 2020",37,"Audi","Q5"
6600000,"Hyundai ACCENT",2017,456,1600,"Sedán","Gasolina","Automática/Dual","Excelente",80000,"ND","GRIS PLATA","GRIS",4,"SI","SI","SI","Heredia","29 de Enero del 2021",16,"Hyundai","ACCENT"
4700000,"Toyota RAV4",2003,51,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",269200,"Termina en 1","AZUL","GRIS",5,"SI","SI","NO","Cartago","01 de Febrero del 2021",14,"Toyota","RAV4"
8208000,"Hyundai TUCSON",2013,1941,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",100000,"Termina en 0","PLATA","TELA NEGRA",4,"SI","NO","NO","San José","06 de Octubre del 2020",0,"Hyundai","TUCSON"
3400000,"Toyota YARIS",2008,1353,1500,"Hatchback","Gasolina","Manual","Excelente",154000,"Termina en 7","BLANCO","NEGRO",2,"SI","SI","NO","Alajuela","11 de Enero del 2021",2,"Toyota","YARIS"
5400000,"Hyundai ACCENT",2014,185,1600,"Sedán","Gasolina","Automática/Dual","Excelente",64000,"Termina en 3","GRIS","GRIS",4,"SI","SI","NO","San José","30 de Enero del 2021",14,"Hyundai","ACCENT"
6500000,"Toyota YARIS",2014,705,1500,"Sedán","Gasolina","Manual","Excelente",82000,"Termina en 2","CELESTE","NEGRO",4,"SI","SI","NO","Cartago","30 de Diciembre del 2020",19,"Toyota","YARIS"
4450000,"Toyota YARIS",2011,767,1500,"Hatchback","Gasolina","Automática/Dual","Excelente",80045,"ND","AZUL","NEGRO",3,"SI","SI","NO","Cartago","22 de Diciembre del 2020",13,"Toyota","YARIS"
30700000,"BMW X5 ",2015,449,3000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",69327,"Termina en 0","AZUL","BLANCO",5,"SI","SI","NO","San José","04 de Enero del 2021",33,"BMW","X5"
7725000,"Great Wall C30",2019,71,1500,"Sedán","Gasolina","Automática/Dual","Excelente",11000,"Termina en 0","GRIS","NEGRO",4,"SI","SI","SI","San José","29 de Enero del 2021",25,"Great Wall","C30"
5100000,"Hyundai TUCSON",2006,13,2000,"Todo Terreno 4x2","Diesel","Automática/Dual","Excelente",81000,"ND","DORADO","NEGRO",4,"SI","SI","NO","Heredia","05 de Febrero del 2021",21,"Hyundai","TUCSON"
3000000,"Chevrolet SPARK GO",2011,138,1200,"Sedán","Gasolina","Manual","Excelente",157033,"Termina en 7","CAFE","GRIS",5,"SI","SI","NO","San José","18 de Enero del 2021",12,"Chevrolet","SPARK GO"
5900000,"Hyundai TUCSON",2010,802,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",95000,"ND","DORADO","GRIS",4,"SI","SI","SI","San José","08 de Enero del 2021",11,"Hyundai","TUCSON"
4850000,"Toyota YARIS",2008,60,1500,"Sedán","Gasolina","Manual","Excelente",193000,"Termina en 3","GRIS","GRIS",4,"SI","SI","NO","Alajuela","28 de Enero del 2021",15,"Toyota","YARIS"
3500000,"Mitsubishi MONTERO SPORT ",2001,2802,3500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno",116000,"Termina en 3","BLANCO","GRIS",5,"SI","SI","NO","San José","13 de Noviembre del 2020",12,"Mitsubishi","MONTERO SPORT"
8950000,"Toyota HILUX",2004,2383,2800,"Pickup 4x4","Diesel","Manual","Muy Bueno",174300,"Termina en 9","VINO","GRIS",4,"SI","NO","SI","San José","30 de Diciembre del 2020",4,"Toyota","HILUX"
300000,"Hyundai ELANTRA",1994,1195,1800,"Sedán","Gasolina","Manual","Bueno",,"Termina en 6","NEGRO","NEGRO",4,"SI","NO","NO","Cartago","13 de Enero del 2021",5,"Hyundai","ELANTRA"
6500000,"BMW 325I",2008,557,2500,"Sedán","Gasolina","Automática/Dual","Muy Bueno",109000,"Termina en 4","GRIS","NEGRO",5,"SI","SI","NO","San José","17 de Noviembre del 2020",23,"BMW","325I"
10800000,"Toyota COROLLA",2018,519,1800,"Sedán","Gasolina","Automática/Dual","Excelente",,"Termina en 9","BLANCO","NEGRO",4,"SI","SI","NO","Alajuela","16 de Noviembre del 2020",12,"Toyota","COROLLA"
4750000,"Honda CRV",2004,177,2400,"Todo Terreno 4x4","Gasolina","Manual","Excelente",231000,"Termina en 8","AZUL","NEGRO",5,"SI","SI","NO","San José","19 de Enero del 2021",12,"Honda","CRV"
7500000,"Ford EXPLORER",2009,1347,4000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",54154,"ND","NEGRO","GRIS",5,"SI","SI","NO","Cartago","09 de Noviembre del 2020",32,"Ford","EXPLORER"
8000000,"Nissan SENTRA",2017,118,1800,"Sedán","Gasolina","Automática/Dual","Excelente",44800,"Termina en","GRIS","NEGRO",5,"SI","NO","NO","Heredia","01 de Febrero del 2021",21,"Nissan","SENTRA"
3100000,"Toyota ECHO",2003,178,1500,"Sedán","Gasolina","Automática/Dual","Excelente",180000,"ND","NEGRO","GRIS",2,"SI","SI","SI","San José","22 de Enero del 2021",12,"Toyota","ECHO"
16500000,"Chevrolet CAPTIVA",2017,859,2000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",60000,"Termina en 5","NEGRO","NEGRO",4,"SI","NO","NO","Alajuela","11 de Noviembre del 2020",24,"Chevrolet","CAPTIVA"
4900000,"Toyota COROLLA",2007,458,1800,"Sedán","Gasolina","Automática/Dual","Muy Bueno",157000,"ND","AZUL","BEIGE",5,"SI","SI","SI","Cartago","24 de Diciembre del 2020",11,"Toyota","COROLLA"
3500000,"Mitsubishi MONTERO SPORT ",1998,927,2400,"Todo Terreno 4x2","Gasolina","Manual","Excelente",280000,"Termina en 2","VERDE MUSGO","GRIS",5,"SI","SI","NO","Alajuela","10 de Noviembre del 2020",7,"Mitsubishi","MONTERO SPORT"
4800000,"Toyota COROLLA CE",2008,6737,1800,"Sedán","Gasolina","Automática/Dual","Excelente",90000,"ND","BLANCO","GRIS",4,"SI","SI","SI","Alajuela","18 de Octubre del 2019",15,"Toyota","COROLLA CE"
46800000,"Land Rover RANGER ROVER",2014,2085,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",48084,"Termina en 7","GRIS","NEGRO",5,"SI","SI","SI","San José","30 de Noviembre del 2020",38,"Land Rover","RANGER ROVER"
4500000,"Toyota CAMRY",2002,268,2400,"Sedán","Gasolina","Automática/Dual","Excelente",110000,"Termina en 8","GRIS OSCURO","BEIGE",5,"SI","SI","NO","Guanacaste","05 de Enero del 2021",21,"Toyota","CAMRY"
23800000,"Toyota HILUX",2017,269,2800,"Pickup 4x4","Diesel","Manual","Excelente",75000,"ND","BLANCO","NEGRO",4,"SI","SI","SI","Cartago","27 de Enero del 2021",23,"Toyota","HILUX"
3300000,"Volkswagen GOLF GL",2002,307,2000,"Hatchback","Gasolina","Manual","Excelente",122880,"Termina en 8","AZUL","BEIGE",2,"SI","SI","NO","Heredia","11 de Enero del 2021",9,"Volkswagen","GOLF GL"
12750000,"Isuzu QKR",2018,191,3000,"Camión 1.0-3.5 ton.","Diesel","Manual","Excelente",42000,"Termina en 7","BLANCO","NEGRO",4,"SI","SI","NO","Heredia","14 de Enero del 2021",6,"Isuzu","QKR"
5900000,"Kia SOUL",2013,445,1600,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",74259,"Termina en 0","NEGRO","NEGRO",4,"SI","SI","NO","Heredia","03 de Enero del 2021",0,"Kia","SOUL"
3000000,"Mitsubishi LANCER GLX",2002,433,1600,"Sedán","Gasolina","Manual","Excelente",,"ND","GRIS","GRIS",4,"SI","SI","NO","Heredia","18 de Noviembre del 2020",13,"Mitsubishi","LANCER GLX"
7843200,"Chevrolet CRUZE",2012,56,1800,"Sedán","Gasolina","Automática/Dual","Excelente",60000,"Termina en 6","BLANCO","No indica",4,"SI","NO","SI","San José","02 de Febrero del 2021",1,"Chevrolet","CRUZE"
800000,"Hyundai EXCEL",1993,612,1600,"Sedán","Gasolina","Manual","Excelente",,"Termina en 1","ROJO","BEIGE Y GRIS",4,"SI","SI","NO","Guanacaste","04 de Enero del 2021",2,"Hyundai","EXCEL"
10500000,"Hyundai H1",2017,914,2500,"Microbús/Minivan","Diesel","Manual","Excelente",64000,"Termina en","GRIS","CREMA",5,"SI","SI","SI","Alajuela","12 de Noviembre del 2020",13,"Hyundai","H1"
5400000,"Toyota YARIS",2014,1524,1500,"Sedán","Gasolina","Automática/Dual","Excelente",150000,"Termina en 9","GRIS","GRIS-NEGRO",4,"SI","SI","NO","Heredia","07 de Enero del 2021",12,"Toyota","YARIS"
4200000,"Hyundai H1",2005,312,2500,"Microbús/Minivan","Diesel","Manual","Excelente",300000,"Termina en 9","BLANCO","NEGRO",4,"SI","SI","NO","San José","15 de Enero del 2021",9,"Hyundai","H1"
9000000,"Fiat DUCATO MAXI",2012,1017,2300,"Pánel","Diesel","Manual","Muy Bueno",123000,"Termina en 4","BLANCO","GRIS OSCURO",4,"SI","SI","NO","San José","11 de Diciembre del 2020",12,"Fiat","DUCATO MAXI"
10500000,"Mercedes Benz ML320 CDI",2008,463,3200,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",130000,"Termina en 1","AZUL","GRIS CLARO",5,"SI","SI","NO","Heredia","01 de Enero del 2021",22,"Mercedes Benz","ML320 CDI"
12275000,"BMW X5",2010,969,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Muy Bueno",112000,"Termina en 7","GRIS","NEGRO",5,"SI","SI","NO","Alajuela","16 de Diciembre del 2020",35,"BMW","X5"
6000000,"Suzuki CELERIO",2018,84,1100,"Hatchback","Gasolina","Manual","Excelente",20000,"Termina en 2","ROJO","GRIS OSCURO",4,"SI","SI","NO","San José","25 de Enero del 2021",15,"Suzuki","CELERIO"
5900000,"Kia RIO",2016,195,1500,"Sedán","Gasolina","Manual","Excelente",63000,"Termina en 9","NEGRO","negro",4,"SI","SI","NO","Cartago","06 de Enero del 2021",18,"Kia","RIO"
8850000,"Hyundai TUCSON GL",2013,301,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",79800,"Termina en 9","VINO","NEGRO",5,"SI","SI","NO","Cartago","04 de Febrero del 2021",17,"Hyundai","TUCSON GL"
1900000,"Mazda PROTEGE",2002,59,2000,"Sedán","Gasolina","Manual","Excelente",150585,"Termina en 8","AZUL","GRIS",4,"SI","NO","SI","Alajuela","04 de Febrero del 2021",1,"Mazda","PROTEGE"
5700000,"Ford EXPLORER",2008,2531,4000,"Todo Terreno 4x4","Híbrido","Automática/Dual","Excelente",253000,"Termina en 6","AZUL","BEIGE",5,"SI","SI","NO","San José","28 de Diciembre del 2020",21,"Ford","EXPLORER"
3400000,"Chevrolet AVEO LS",2013,529,1600,"Sedán","Híbrido","Manual","Bueno",210000,"Termina en 7","BLANCO","NEGRO",4,"SI","SI","NO","San José","06 de Enero del 2021",15,"Chevrolet","AVEO LS"
3500000,"Toyota ECHO ",2003,426,1500,"Sedán","Gasolina","Automática/Dual","Excelente",200000,"Termina en 7","DORADO","BEIGE",4,"SI","NO","NO","Puntarenas","14 de Diciembre del 2020",13,"Toyota","ECHO"
5250000,"Kia CARENS",2009,307,2000,"Microbús/Minivan","Diesel","Automática/Dual","Excelente",150000,"Termina en 7","GRIS OSCURO","GRIS",5,"SI","SI","NO","San José","08 de Diciembre del 2020",13,"Kia","CARENS"
1050000,"Toyota COROLLA",1991,2749,1600,"Sedán","Gasolina","Manual","Muy Bueno",300000,"Termina en 3","ROJO","NEGRO Y GRIS",4,"SI","SI","NO","San José","11 de Diciembre del 2020",4,"Toyota","COROLLA"
4000000,"Chevrolet SPARK LITE",2015,182,800,"Hatchback","Gasolina","Manual","Muy Bueno",98000,"ND","GRIS","GRIS",5,"SI","SI","NO","San José","05 de Enero del 2021",7,"Chevrolet","SPARK LITE"
6000000,"Hyundai ACCENT BLUE",2017,1516,1400,"Sedán","Gasolina","Automática/Dual","Excelente",95000,"Termina en 7","AZUL MARINO","NEGRO",4,"SI","NO","NO","Alajuela","27 de Diciembre del 2020",14,"Hyundai","ACCENT BLUE"
9700000,"Nissan VERSA",2018,590,1600,"Sedán","Gasolina","Manual","Excelente",27359,"Termina en 0","CAFÉ","NEGRO",4,"SI","SI","NO","Heredia","10 de Noviembre del 2020",20,"Nissan","VERSA"
7450000,"BYD S6",2016,367,2400,"Todo Terreno 4x2","Gasolina","Manual","Excelente",30000,"Termina en 1","BLANCO","NEGRO",4,"SI","SI","NO","Heredia","10 de Diciembre del 2020",29,"BYD","S6"
3300000,"Suzuki SIDEKICK SPORT",1998,961,1800,"Todo Terreno 4x4","Híbrido","Manual","Excelente",270000,"Termina en 8","BLANCO","GRIS",5,"SI","SI","NO","Alajuela","06 de Enero del 2021",15,"Suzuki","SIDEKICK SPORT"
31920000,"BMW X5",2017,132,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",50059,"Termina en 1","BLANCO","CAFE",5,"SI","SI","NO","San José","01 de Febrero del 2021",35,"BMW","X5"
10500000,"Isuzu NPR",2002,415,4800,"Camión 1.0-3.5 ton.","Diesel","Automática/Dual","Excelente",439323,"Termina en 4","BLANCO","GRIS",2,"SI","SI","NO","San José","01 de Diciembre del 2020",5,"Isuzu","NPR"
16750000,"Land Rover RANGE ROVER S14 PURE",2013,1153,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",92000,"Termina en 1","BLANCO","CUERO",4,"SI","NO","SI","Heredia","29 de Enero del 2021",21,"Land Rover","RANGE ROVER S14 PURE"
6950000,"Hyundai TUCSON",2011,1667,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",198000,"Termina en 0","NEGRO","NEGRO",5,"SI","NO","NO","Guanacaste","11 de Diciembre del 2020",25,"Hyundai","TUCSON"
7850000,"Volkswagen JETTA MK6 ",2016,591,2000,"Sedán","Gasolina","Manual","Excelente",48700,"Termina en 6","GRIS","NEGRO",5,"SI","SI","NO","Heredia","17 de Enero del 2021",22,"Volkswagen","JETTA MK6"
1000000,"Hyundai EXCEL",1993,65,1500,"Sedán","Gasolina","Manual","Excelente",,"Termina en","GRIS","NEGRO",4,"SI","SI","NO","Guanacaste","04 de Febrero del 2021",3,"Hyundai","EXCEL"
7500000,"Kia SOUL",2014,3016,1600,"Sedán","Gasolina","Automática/Dual","Excelente",113000,"ND","VERDE","NEGRO",4,"SI","SI","SI","Cartago","13 de Mayo del 2020",20,"Kia","SOUL"
7500000,"Chevrolet SONIC",2015,596,1600,"Hatchback","Gasolina","Automática/Dual","Excelente",90000,"ND","BLANCO","NEGRO",4,"SI","SI","NO","San José","12 de Noviembre del 2020",33,"Chevrolet","SONIC"
3500000,"Chevrolet TRACKER",2003,452,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",,"Termina en 9","VERDE","GRIS",2,"SI","SI","NO","Alajuela","17 de Diciembre del 2020",6,"Chevrolet","TRACKER"
6200000,"Nissan XTRAIL ",2011,155,2500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",135000,"Termina en 4","BEIGE","GRIS",4,"SI","SI","NO","Heredia","18 de Enero del 2021",12,"Nissan","XTRAIL"
2600000,"Chevrolet AVEO",2008,246,1500,"Sedán","Gasolina","Manual","Excelente",,"ND","NARANJA","GRIS",4,"SI","SI","NO","Cartago","25 de Enero del 2021",5,"Chevrolet","AVEO"
4800000,"Honda CRV",2003,65,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",240000,"Termina en 1","VERDE","BEIGE",4,"SI","NO","NO","Puntarenas","02 de Febrero del 2021",15,"Honda","CRV"
13000000,"Toyota RAV4",2017,43,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",47000,"Termina en 0","BLANCO","NEGRO",5,"SI","SI","NO","San José","05 de Febrero del 2021",24,"Toyota","RAV4"
17980000,"Mitsubishi L200",2017,54,2500,"Pickup 4x4","Diesel","Manual","Excelente",78700,"Termina en 0","NEGRO","NEGRO",4,"SI","SI","NO","Cartago","25 de Enero del 2021",19,"Mitsubishi","L200"
9300000,"Peugeot 308 ACTIVE",2016,212,1600,"Hatchback","Gasolina","Automática/Dual","Excelente",73000,"Termina en 3","NEGRO","NEGRO",4,"SI","SI","NO","San José","12 de Enero del 2021",23,"Peugeot","308 ACTIVE"
9500000,"Hyundai TUCSON",2015,322,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",67500,"Termina en 7","AZUL","NEGRO",4,"SI","SI","NO","San José","29 de Diciembre del 2020",18,"Hyundai","TUCSON"
4700000,"Hyundai TUCSON ",2006,132,2000,"Station Wagon","Gasolina","Manual","Excelente",203840,"Termina en 0","VINO","BEIGE",5,"SI","NO","NO","Alajuela","04 de Enero del 2021",11,"Hyundai","TUCSON"
1450000,"Volkswagen GOL",1998,403,1600,"Sedán","Gasolina","Manual","Excelente",200000,"Termina en 3","BLANCO","GRIS",5,"SI","SI","NO","Heredia","14 de Diciembre del 2020",5,"Volkswagen","GOL"
12500000,"Hyundai TUCSON",2017,1349,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",42000,"Termina en 6","ROJO","NEGRO",5,"SI","SI","NO","Cartago","16 de Noviembre del 2020",25,"Hyundai","TUCSON"
7000000,"Mitsubishi LANCER",2015,825,1600,"Sedán","Gasolina","Automática/Dual","Muy Bueno",57300,"Termina en 4","GRIS","NEGRO",4,"SI","SI","NO","San José","09 de Diciembre del 2020",17,"Mitsubishi","LANCER"
11700000,"Toyota RAV4",2015,142,2500,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",90000,"Termina en 7","GRIS","NEGRO",5,"SI","SI","NO","Alajuela","29 de Enero del 2021",19,"Toyota","RAV4"
10400000,"Toyota HIACE",2012,167,3000,"Microbús/Minivan","Diesel","Manual","Excelente",597118,"Termina en 0","BLANCO","GRIS",4,"SI","NO","NO","Alajuela","25 de Enero del 2021",10,"Toyota","HIACE"
5750000,"BMW X5",2002,106,4400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",156000,"Termina en 3","GRIS","NEGRO",5,"SI","SI","NO","Guanacaste","29 de Enero del 2021",31,"BMW","X5"
