"precio","marcaModelo","anio","vistas","Cilindrada","Estilo","Combustible","Transmisión","Estado","Kilometraje","Placa","Color exterior","Color interior","# de puertas","Ya pagó impuestos","Precio negociable","Se recibe vehículo","Provincia","Fecha de ingreso","cantidadExtras","marca","modelo"
6000000,"Toyota RAV4",2007,3904,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",85432,"ND","GRIS","GRIS",4,"SI","NO","NO","Heredia","30 de Julio del 2020",14,"Toyota","RAV4"
5500000,"Hyundai ACCENT ",2015,368,1600,"Hatchback","Gasolina","Automática/Dual","Excelente",70000,"ND","CRIMSON","GRIS CLARO",4,"SI","SI","SI","San José","14 de Diciembre del 2020",14,"Hyundai","ACCENT"
7000000,"Hyundai GRAND I10",2018,1149,1200,"Hatchback","Gasolina","Automática/Dual","Excelente",41000,"Termina en 9","GRIS","NEGRO",5,"SI","SI","NO","San José","13 de Diciembre del 2020",23,"Hyundai","GRAND I10"
3000000,"Hyundai ACCENT GLS",2010,2172,1500,"Sedán","Gasolina","Manual","Excelente",222222,"Termina en 6","GRIS","GRIS",4,"SI","SI","NO","San José","10 de Diciembre del 2020",7,"Hyundai","ACCENT GLS"
5200000,"Nissan TIIDA",2013,701,1600,"Hatchback","Gasolina","Manual","Muy Bueno",100000,"Termina en 6","ALMENDRA","BEIGE",5,"SI","SI","NO","Alajuela","24 de Enero del 2021",9,"Nissan","TIIDA"
1200000,"Honda CIVIC",1988,156,1500,"Sedán","Gasolina","Manual","Excelente",365000,"Termina en 8","VINO","VINO",4,"SI","NO","NO","San José","27 de Enero del 2021",13,"Honda","CIVIC"
8500000,"Toyota YARIS",2016,414,1500,"Sedán","Gasolina","Automática/Dual","Excelente",85000,"Termina en 1","GRIS","NEGRO",5,"SI","NO","NO","Heredia","20 de Diciembre del 2020",13,"Toyota","YARIS"
5800000,"Toyota 4RUNNER",2001,4266,3400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",185000,"ND","GRIS","BEIGE",4,"SI","SI","SI","Cartago","04 de Enero del 2021",14,"Toyota","4RUNNER"
1800000,"Hyundai ACCENT",2004,995,1500,"Sedán","Gasolina","Manual","Bueno",190000,"Termina en 2","BLANCO","GRIS",2,"SI","SI","NO","San José","06 de Enero del 2021",9,"Hyundai","ACCENT"
19500000,"Kia SORENTO",2019,1132,2628,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",19000,"ND","GRIS ALUMINIO","NEGRO",5,"SI","NO","NO","San José","09 de Diciembre del 2020",24,"Kia","SORENTO"
6500000,"Kia RIO",2015,521,1600,"Sedán","Gasolina","Automática/Dual","Excelente",187000,"Termina en 6","BLANCO","NEGRO",4,"SI","SI","NO","San José","17 de Noviembre del 2020",15,"Kia","RIO"
6500000,"Toyota RAV4 ",2006,14,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",165000,"Termina en 0","GRIS","NEGRO",5,"SI","SI","NO","Cartago","05 de Febrero del 2021",19,"Toyota","RAV4"
4500000,"Honda CRV",2004,300,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",122520,"Termina en 3","BEIGE","BEIGE",5,"SI","SI","NO","Alajuela","06 de Enero del 2021",15,"Honda","CRV"
4150000,"Toyota YARIS",2007,1500,1500,"Sedán","Gasolina","Manual","Excelente",223000,"Termina en 8","PLATEADO","GRIS",5,"SI","SI","NO","Cartago","28 de Octubre del 2020",14,"Toyota","YARIS"
8600000,"Isuzu NPR",1999,226,4800,"Camión 4.0-4.5 ton.","Diesel","Manual","Excelente",,"ND","BLANCO","BLAANCO",2,"SI","SI","NO","Alajuela","14 de Enero del 2021",5,"Isuzu","NPR"
7000000,"Hyundai STAREX",2012,336,2600,"Microbús/Minivan","Diesel","Manual","Excelente",,"ND","BLANCO","NEGRO",4,"SI","SI","NO","Puntarenas","08 de Diciembre del 2020",7,"Hyundai","STAREX"
4800000,"Kia SOUL",2011,224,1600,"Hatchback","Gasolina","Manual","Excelente",,"Termina en 2","BLANCO","NEGRO",4,"SI","SI","SI","San José","20 de Enero del 2021",11,"Kia","SOUL"
9000000,"Toyota HIACE",2010,230,3000,"Microbús/Minivan","Diesel","Manual","Excelente",318000,"Termina en 5","BLANCO","GRIS",4,"SI","SI","NO","Alajuela","15 de Enero del 2021",7,"Toyota","HIACE"
4700000,"Mitsubishi LANCER GT",2008,2695,2000,"Sedán","Gasolina","Automática/Dual","Excelente",180000,"Termina en 0","NEGRO","NEGRO",4,"SI","SI","NO","Cartago","17 de Noviembre del 2020",18,"Mitsubishi","LANCER GT"
6900000,"Kia SPORTAGE",2012,1201,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",91500,"Termina en 4","GRIS","NEGRO",5,"SI","SI","NO","Alajuela","26 de Enero del 2021",14,"Kia","SPORTAGE"
6500000,"Nissan 240SX",1995,348,2000,"Sedán","Gasolina","Manual","Muy Bueno",184167,"Termina en 7","GRIS PLATA","GRIS",2,"SI","SI","NO","Cartago","19 de Enero del 2021",15,"Nissan","240SX"
16300000,"Mitsubishi OUTLANDER",2017,90,2000,"Todo Terreno 4x4","Híbrido","Automática/Dual","Excelente",76000,"Termina en 3","BLANCO","NEGRO",4,"SI","SI","SI","San José","02 de Febrero del 2021",13,"Mitsubishi","OUTLANDER"
1900000,"Nissan SENTRA",2000,245,2000,"Sedán","Gasolina","Manual","Excelente",220000,"Termina en 1","GRIS","NEGRO",4,"SI","SI","NO","San José","25 de Enero del 2021",14,"Nissan","SENTRA"
5500000,"Hyundai ACCENT BLUE",2014,414,1400,"Sedán","Gasolina","Automática/Dual","Muy Bueno",90000,"Termina en 0","GRIS","NEGRO Y GRIS",4,"SI","SI","NO","San José","19 de Noviembre del 2020",20,"Hyundai","ACCENT BLUE"
2400000,"Chevrolet CMV",2008,288,800,"Pánel","Gasolina","Manual","Excelente",116000,"Termina en 4","BLANCO","BLANCO",5,"SI","SI","NO","San José","18 de Enero del 2021",5,"Chevrolet","CMV"
5000000,"Hyundai GRAND I10",2015,215,1200,"Hatchback","Gasolina","Automática/Dual","Excelente",75400,"Termina en 9","NEGRO","BEIGE/NEGRO",4,"SI","NO","NO","Heredia","28 de Enero del 2021",6,"Hyundai","GRAND I10"
8250000,"Toyota RAV4",2012,1250,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",152000,"Termina en 3","ROJO","NEGRO",5,"SI","SI","NO","San José","12 de Noviembre del 2020",15,"Toyota","RAV4"
12700000,"Nissan PATHFINDER",2014,99,3500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",93500,"Termina en 4","AZUL","NEGRO",4,"SI","SI","SI","San José","26 de Enero del 2021",12,"Nissan","PATHFINDER"
7250000,"Toyota RAV4 SPORT",2007,42,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",121000,"Termina en 8","GRIS","NEGRO",5,"SI","SI","NO","Cartago","04 de Febrero del 2021",25,"Toyota","RAV4 SPORT"
12500000,"Honda ODYSSEY",2013,742,3500,"Station Wagon","Gasolina","Automática/Dual","Excelente",100000,"Termina en 6","GRIS","GRIS",5,"SI","SI","SI","San José","16 de Enero del 2021",22,"Honda","ODYSSEY"
1600000,"Kia SM",2001,17,1500,"Sedán","Gasolina","Manual","Bueno",121791,"Termina en 6","BLANCO","GRIS",4,"SI","SI","NO","San José","05 de Febrero del 2021",8,"Kia","SM"
4600000,"Suzuki SWIFT",2012,166,1400,"Hatchback","Gasolina","Manual","Excelente",74000,"Termina en 9","BLANCO","GRIS",5,"SI","SI","NO","Alajuela","18 de Enero del 2021",18,"Suzuki","SWIFT"
4300000,"Mitsubishi MIRAGE G4",2016,443,1200,"Sedán","Gasolina","Manual","Muy Bueno",81000,"Termina en 3","GRIS","GRIS",4,"SI","SI","NO","Alajuela","11 de Enero del 2021",10,"Mitsubishi","MIRAGE G4"
7248000,"Kia RIO",2017,192,1400,"Hatchback","Gasolina","Automática/Dual","Excelente",39000,"Termina en 8","GRIS","GRIS",5,"SI","NO","NO","Heredia","25 de Enero del 2021",20,"Kia","RIO"
16000000,"Subaru FORESTER XT",2013,418,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",45000,"Termina en 0","AZUL","NEGRO",5,"SI","NO","NO","Alajuela","12 de Enero del 2021",34,"Subaru","FORESTER XT"
5800000,"Chevrolet SONIC",2015,184,1600,"Sedán","Gasolina","Automática/Dual","Excelente",89000,"Termina en 7","BLANCO","GRIS Y NEGRO",5,"SI","SI","NO","Puntarenas","22 de Diciembre del 2020",18,"Chevrolet","SONIC"
2800000,"Suzuki AERIO",2005,857,1600,"Sedán","Gasolina","Manual","Muy Bueno",165000,"Termina en 7","CELESTE","GRIS",4,"SI","SI","NO","Alajuela","09 de Noviembre del 2020",15,"Suzuki","AERIO"
7358265,"Honda FIT",2015,41,1500,"Hatchback","Gasolina","Manual","Excelente",72500,"Termina en 7","BLANCO","NEGRO",4,"SI","NO","NO","San José","03 de Febrero del 2021",10,"Honda","FIT"
12750000,"Honda CRV EXL",2014,1800,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",86000,"Termina en 3","GRIS","NEGRO",5,"SI","SI","NO","Cartago","29 de Diciembre del 2020",24,"Honda","CRV EXL"
3900000,"BMW 325I",2001,2141,2500,"Sedán","Gasolina","Automática/Dual","Excelente",153000,"Termina en 5","GRIS OSCURO","NEGRO",4,"SI","SI","NO","Puntarenas","18 de Noviembre del 2020",24,"BMW","325I"
3000000,"Toyota 4RUNNER SR5",1995,23,3000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Bueno",169000,"Termina en 6","VERZE","BEIGE",5,"SI","SI","NO","Heredia","03 de Febrero del 2021",11,"Toyota","4RUNNER SR5"
27600000,"Toyota PRADO",2018,6361,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",43300,"Termina en 2","GRIS","NEGRO",5,"SI","SI","SI","San José","09 de Noviembre del 2020",26,"Toyota","PRADO"
16000000,"Hino 300",2016,1210,4000,"Camión 4.0-4.5 ton.","Diesel","Manual","Excelente",150000,"Termina en 2","BLANCO","GRIS",2,"SI","SI","SI","Cartago","09 de Noviembre del 2020",6,"Hino","300"
9500000,"Nissan FRONTIER SE ",2006,3688,4000,"Pickup 4x4","Gasolina","Automática/Dual","Excelente",116200,"ND","BLANCO","BEIGE",4,"SI","SI","NO","Alajuela","04 de Octubre del 2020",21,"Nissan","FRONTIER SE"
7000000,"Daihatsu TERIOS ",2016,714,1500,"Todo Terreno 4x2","Gasolina","Manual","Excelente",109000,"Termina en 6","GRIS","NEGRO",4,"SI","SI","NO","Guanacaste","12 de Noviembre del 2020",14,"Daihatsu","TERIOS"
18800000,"Nissan FRONTIER NP300 XE",2017,377,2500,"Pickup 4x4","Diesel","Manual","Excelente",81000,"Termina en 8","AZUL","NEGRO",4,"SI","SI","NO","San José","28 de Enero del 2021",27,"Nissan","FRONTIER NP300 XE"
7300000,"Toyota RAV4",2006,1181,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",175000,"Termina en 8","BLANCO","BEIGE",4,"SI","SI","NO","San José","19 de Noviembre del 2020",17,"Toyota","RAV4"
4700000,"Audi A4 TDI",2008,572,2000,"Sedán","Diesel","Automática/Dual","Excelente",119000,"Termina en 4","AZUL","NEGRO",4,"SI","SI","NO","Alajuela","27 de Enero del 2021",28,"Audi","A4 TDI"
9900000,"Volkswagen JETTA CONFORTLINE SPORT",2016,455,2500,"Sedán","Gasolina","Automática/Dual","Excelente",38500,"Termina en 5","BLANCO","NEGRO",4,"SI","NO","NO","San José","05 de Enero del 2021",27,"Volkswagen","JETTA CONFORTLINE SPORT"
4350000,"Jeep LIBERTY LIMITED",2005,302,3700,"Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno",114300,"Termina en 2","AZUL","BEIGE",4,"SI","SI","NO","San José","25 de Enero del 2021",24,"Jeep","LIBERTY LIMITED"
6700000,"Hyundai AVANTE",2011,30,1600,"Sedán","Gasolina","Automática/Dual","Excelente",44903,"Termina en 5","BLANCO","NEGRO",4,"SI","SI","NO","San José","04 de Febrero del 2021",14,"Hyundai","AVANTE"
6700000,"Hyundai TUCSON",2010,499,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",95000,"Termina en 1","BLANCO","NEGRO",4,"SI","NO","NO","San José","25 de Enero del 2021",21,"Hyundai","TUCSON"
5350000,"Hyundai ACCENT",2013,221,1600,"Sedán","Gasolina","Automática/Dual","Excelente",137000,"Termina en 1","GRIS","GRIS",5,"SI","SI","NO","San José","24 de Diciembre del 2020",12,"Hyundai","ACCENT"
5350000,"Jeep WRANGLER",1995,57,2500,"Todo Terreno 4x4","Gasolina","Manual","Bueno",78938,"Termina en 6","ROJO","BEIGE",3,"SI","SI","NO","San José","29 de Enero del 2021",5,"Jeep","WRANGLER"
4300000,"Acura INTEGRA ",1996,1393,1800,"Hatchback","Gasolina","Manual","Excelente",190000,"Termina en 1","GRIS","NEGRO",3,"SI","SI","NO","Heredia","16 de Noviembre del 2020",18,"Acura","INTEGRA"
6500000,"Honda PILOT ",2009,4215,3400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",101441,"ND","GRIS","GRIS",4,"SI","NO","NO","San José","08 de Diciembre del 2020",18,"Honda","PILOT"
9150000,"Volvo S60 T4",2014,13,1600,"Sedán","Gasolina","Automática/Dual","Excelente",86000,"Termina en 5","DORADO","GRIS",5,"SI","SI","SI","San José","05 de Febrero del 2021",30,"Volvo","S60 T4"
28395000,"Mitsubishi MONTERO SPORT",2017,1086,3500,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",35000,"ND","AZUL","NEGRO",5,"SI","SI","NO","Heredia","05 de Enero del 2021",37,"Mitsubishi","MONTERO SPORT"
28482000,"Volvo XC90",2016,593,2000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",71200,"Termina en 6","NEGRO","BEIGE Y NEGRO",4,"SI","SI","NO","Heredia","18 de Enero del 2021",38,"Volvo","XC90"
7700000,"Suzuki DZIRE",2019,577,1200,"Sedán","Gasolina","Automática/Dual","Excelente",37000,"Termina en 3","AZUL","GRIS",4,"SI","NO","NO","Heredia","26 de Enero del 2021",19,"Suzuki","DZIRE"
25750000,"Toyota HILUX SRV",2017,1841,3000,"Pickup 4x4","Diesel","Automática/Dual","Excelente",69000,"Termina en 3","GRIS","NEGRO",5,"SI","SI","NO","Heredia","21 de Octubre del 2020",29,"Toyota","HILUX SRV"
9250000,"Kia K2700",2016,1256,2700,"Pickup 4x4","Diesel","Manual","Excelente",55000,"ND","BLANCO","GRIS",2,"SI","SI","NO","San José","17 de Noviembre del 2020",5,"Kia","K2700"
2500000,"Toyota ECHO",2000,128,1600,"Sedán","Gasolina","Manual","Excelente",165000,"Termina en 1","GRIS","GRIS",2,"SI","SI","NO","Alajuela","01 de Febrero del 2021",9,"Toyota","ECHO"
5300000,"Nissan URVAN",2010,3054,3000,"Microbús/Minivan","Diesel","Manual","Bueno",517584,"Termina en 9","BLANCO","GRIS",4,"SI","SI","NO","Heredia","20 de Noviembre del 2020",1,"Nissan","URVAN"
4700000,"Nissan TIIDA",2013,486,1600,"Sedán","Gasolina","Automática/Dual","Excelente",120000,"ND","NEGRO","NEGRO",5,"SI","SI","NO","San José","06 de Enero del 2021",14,"Nissan","TIIDA"
1575000,"Nissan SENTRA B12",1989,663,1600,"Sedán","Gasolina","Manual","Excelente",155000,"Termina en 6","BLANCO","GRIS",4,"SI","SI","NO","San José","25 de Enero del 2021",8,"Nissan","SENTRA B12"
7500000,"Hyundai ACCENT BLUE",2018,41,1400,"Sedán","Gasolina","Manual","Excelente",90000,"Termina en","GRIS","NEGRO",4,"SI","SI","NO","Cartago","01 de Febrero del 2021",23,"Hyundai","ACCENT BLUE"
5650000,"Toyota COROLLA",2011,390,1800,"Sedán","Gasolina","Automática/Dual","Excelente",140000,"Termina en 7","BEIGE","BEIGE",4,"SI","NO","NO","San José","17 de Enero del 2021",17,"Toyota","COROLLA"
8175000,"Kia BONGO III TDI",2007,237,3000,"Todo Terreno 4x4","Diesel","Manual","Excelente",108183,"Termina en 2","AZUL","GRIS",4,"SI","SI","SI","Guanacaste","02 de Febrero del 2021",15,"Kia","BONGO III TDI"
20250000,"Toyota HILUX",2019,1246,2400,"Pickup 4x4","Diesel","Manual","Excelente",74000,"Termina en 4","BLANCO","NEGRO",4,"SI","SI","SI","San José","20 de Enero del 2021",19,"Toyota","HILUX"
3500000,"Nissan XTRAIL",2002,896,2500,"Todo Terreno 4x4","Gasolina","Manual","Excelente",277000,"Termina en 6","CELESTE","NEGRO",5,"SI","SI","NO","Alajuela","14 de Enero del 2021",17,"Nissan","XTRAIL"
2200000,"Nissan 720",1987,922,2000,"Pickup 4x2","Gasolina","Manual","Muy Bueno",,"ND","AZUL","NEGRO",4,"SI","SI","NO","Cartago","16 de Noviembre del 2020",3,"Nissan","720"
4200000,"Suzuki SX4 ",2007,2669,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",100000,"Termina en 5","GRIS","GRIS CON NEGRO",5,"SI","SI","NO","San José","18 de Noviembre del 2020",12,"Suzuki","SX4"
3900000,"Volkswagen T2",1973,529,1600,"Microbús/Minivan","Gasolina","Manual","Muy Bueno",,"Termina en 8","CELESTE","NEGRO",3,"SI","SI","NO","Heredia","25 de Enero del 2021",4,"Volkswagen","T2"
5800000,"Toyota RAV4",2005,118,2400,"Todo Terreno 4x2","Gasolina","Manual","Excelente",,"Termina en 9","VERDE","NEGRO",5,"SI","SI","NO","Cartago","13 de Enero del 2021",18,"Toyota","RAV4"
21210000,"Toyota LAND CRUISER PRADO TX",2014,1707,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",164000,"Termina en 2","GRIS","NEGRO",5,"SI","SI","NO","San José","12 de Enero del 2021",22,"Toyota","LAND CRUISER PRADO TX"
11777743,"Mini COOPER CONTRYMAN S ",2013,130,1700,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",100000,"Termina en 5","GRIS","NEGRO",4,"SI","NO","NO","San José","19 de Enero del 2021",29,"Mini","COOPER CONTRYMAN S"
18950000,"Ford EXPLORER XLT",2016,777,2300,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",91408,"Termina en 5","AZUL","NEGRO CUERO",4,"SI","SI","SI","Heredia","07 de Enero del 2021",29,"Ford","EXPLORER XLT"
2800000,"Honda CIVIC EX ",2003,533,1700,"Sedán","Gasolina","Manual","Excelente",161200,"Termina en 7","GRIS PLATA","NEGRO",2,"SI","SI","NO","San José","17 de Diciembre del 2020",16,"Honda","CIVIC EX"
5300000,"Honda CIVIC SI",2012,1582,2400,"Sedán","Gasolina","Manual","Excelente",128000,"ND","ROJO","GRIS",2,"NO","SI","NO","San José","11 de Diciembre del 2020",28,"Honda","CIVIC SI"
7450000,"Honda CRV",2008,880,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",220000,"Termina en 0","GRIS","NEGRO",5,"SI","SI","NO","Guanacaste","04 de Enero del 2021",17,"Honda","CRV"
5300000,"Hyundai ELANTRA GLS",2012,389,1800,"Sedán","Gasolina","Manual","Excelente",157189,"Termina en 3","GRIS","NEGRO",5,"SI","NO","NO","San José","20 de Enero del 2021",20,"Hyundai","ELANTRA GLS"
7250000,"Daihatsu TERIOS BEGO",2014,16,1500,"Todo Terreno 4x4","Gasolina","Manual","Excelente",157000,"ND","VINO","NEGRO",5,"SI","NO","NO","Heredia","05 de Febrero del 2021",13,"Daihatsu","TERIOS BEGO"
8800000,"Hyundai TUCSON GL",2012,14705,2000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",,"Termina en 2","GRIS","GRIS",4,"SI","NO","SI","Heredia","11 de Febrero del 2020",17,"Hyundai","TUCSON GL"
7000000,"Hyundai GRAND STAREX H1",2009,280,2500,"Microbús/Minivan","Diesel","Manual","Excelente",104000,"Termina en 9","GRIS","GRIS",5,"SI","SI","SI","Guanacaste","09 de Enero del 2021",11,"Hyundai","GRAND STAREX H1"
18500000,"Mazda CX5",2019,2043,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",21000,"Termina en 7","GRIS","NEGRO",5,"SI","NO","NO","Cartago","05 de Enero del 2021",32,"Mazda","CX5"
7850000,"Toyota YARIS G",2017,62,1500,"Sedán","Gasolina","Manual","Excelente",33000,"Termina en","GRIS OSCURO","NEGRO",4,"SI","SI","NO","Heredia","02 de Febrero del 2021",18,"Toyota","YARIS G"
5800000,"Hyundai ACCENT BLUE",2014,157,1600,"Sedán","Gasolina","Manual","Excelente",70000,"Termina en 6","AZUL","NEGRO",4,"SI","SI","NO","Alajuela","14 de Enero del 2021",20,"Hyundai","ACCENT BLUE"
7550000,"Toyota RAV4",2006,68,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",85000,"Termina en 5","BLANCO","NEGRO",5,"SI","SI","NO","San José","25 de Enero del 2021",21,"Toyota","RAV4"
9280528,"BMW X3",2008,240,3000,"Todo Terreno 4x4","Diesel","Manual","Muy Bueno",151000,"Termina en 8","NEGRO","NEGRO",5,"SI","SI","SI","Alajuela","24 de Enero del 2021",34,"BMW","X3"
3000000,"Nissan PATHFINDER SE",1999,2172,3300,"Todo Terreno 4x4","Gasolina","Manual","Muy Bueno",132000,"Termina en 9","VERDE","NEGRO",4,"SI","SI","NO","Limón","12 de Noviembre del 2020",0,"Nissan","PATHFINDER SE"
12100000,"Mitsubishi OUTLANDER",2017,346,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",86000,"Termina en","GRIS OSCURO","NEGRO",5,"SI","SI","NO","San José","20 de Enero del 2021",25,"Mitsubishi","OUTLANDER"
18500000,"Toyota LAND CRUISER PRADO",2011,124,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",170000,"Termina en 4","BEIGE","BEIGE",4,"SI","SI","NO","San José","01 de Febrero del 2021",26,"Toyota","LAND CRUISER PRADO"
1650000,"Toyota COROLLA",1995,2201,1600,"Sedán","Gasolina","Manual","Excelente",140000,"Termina en 5","BEIGE","GRIS",4,"SI","SI","NO","Heredia","19 de Noviembre del 2020",0,"Toyota","COROLLA"
1700000,"Hyundai ACCENT",1999,538,1500,"Sedán","Gasolina","Manual","Muy Bueno",350000,"Termina en 3","ROJO","NEGRO",4,"SI","SI","NO","San José","15 de Diciembre del 2020",6,"Hyundai","ACCENT"
4750000,"Suzuki SWIFT DZIRE GL",2015,1060,1400,"Sedán","Gasolina","Manual","Excelente",98000,"Termina en 2","BLANCO","BEIGE",4,"SI","SI","SI","San José","22 de Enero del 2021",16,"Suzuki","SWIFT DZIRE GL"
3475000,"Toyota COROLLA",2004,1824,1600,"Sedán","Gasolina","Automática/Dual","Excelente",143796,"Termina en 4","GRIS","BEIS",2,"SI","NO","NO","Alajuela","13 de Noviembre del 2020",10,"Toyota","COROLLA"
3500000,"Toyota AVENSIS",2005,307,2000,"Sedán","Gasolina","Manual","Excelente",200000,"Termina en 5","NEGRO","NEGRO",4,"SI","SI","NO","Alajuela","01 de Enero del 2021",22,"Toyota","AVENSIS"
4390000,"Honda CIVIC LX",2008,159,1600,"Sedán","Gasolina","Manual","Excelente",162000,"Termina en 1","PLATEADO","GRIS",4,"SI","SI","NO","San José","19 de Enero del 2021",16,"Honda","CIVIC LX"
4000000,"Nissan SENTRA",2009,238,2000,"Sedán","Gasolina","Manual","Excelente",67000,"Termina en","NEGRO","GRIS",4,"SI","SI","NO","San José","14 de Enero del 2021",19,"Nissan","SENTRA"
5700000,"Kia RIO",2016,289,1400,"Sedán","Gasolina","Manual","Excelente",140000,"Termina en 4","GRIS","GRIS",4,"SI","SI","NO","Alajuela","07 de Enero del 2021",13,"Kia","RIO"
6700000,"Chevrolet SPARK ",2018,37,1000,"Hatchback","Gasolina","Automática/Dual","Excelente",38141,"Termina en 1","PLATEADO","NEGRO",4,"SI","SI","SI","San José","04 de Febrero del 2021",12,"Chevrolet","SPARK"
5700000,"Hyundai TUCSON",2007,70,2000,"Todo Terreno 4x2","Diesel","Automática/Dual","Excelente",78000,"ND","GRIS","NEGRO",5,"SI","SI","NO","Alajuela","15 de Enero del 2021",17,"Hyundai","TUCSON"
19800000,"BMW 220I",2016,844,2200,"Sedán","Gasolina","Automática/Dual","Excelente",19000,"Termina en 7","BLANCO","NEGRO",2,"SI","SI","NO","San José","09 de Diciembre del 2020",32,"BMW","220I"
7300000,"JAC 1035",2016,248,2800,"Camión 1.0-3.5 ton.","Gasolina","Manual","Excelente",14600,"ND","BLANCO","GRIS",5,"SI","NO","NO","San José","21 de Enero del 2021",4,"JAC","1035"
3300000,"Honda CRV",1999,133,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",152000,"ND","PLATEADO","GRIS",4,"SI","SI","NO","San José","27 de Enero del 2021",14,"Honda","CRV"
7450000,"Toyota COROLLA",2015,826,1800,"Sedán","Gasolina","Automática/Dual","Muy Bueno",140500,"Termina en 6","NEGRO","GRIS-NEGRO",4,"SI","SI","NO","Cartago","19 de Enero del 2021",19,"Toyota","COROLLA"
4500000,"Kia SPORTAGE",2007,51,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",138000,"Termina en 6","GRIS","NEGRO",5,"SI","SI","NO","Heredia","04 de Febrero del 2021",12,"Kia","SPORTAGE"
3700000,"Honda CRV",1998,120,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",16595,"Termina en 4","GRIS","GRIS",4,"SI","SI","NO","Alajuela","26 de Enero del 2021",17,"Honda","CRV"
17000000,"Isuzu NQR71L",2013,60,4600,"Camión 8.0-9.5 ton.","Diesel","Manual","Excelente",114546,"Termina en 3","BLANCO","GRIS",2,"SI","SI","NO","San José","01 de Febrero del 2021",1,"Isuzu","NQR71L"
8300000,"Honda CRV",2010,381,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",194000,"Termina en 1","BLANCO","NEGRO",5,"SI","SI","NO","San José","05 de Febrero del 2021",21,"Honda","CRV"
3100000,"Suzuki GRAND VITARA",2000,3586,2000,"Todo Terreno 4x4","Gasolina","Manual","Muy Bueno",260000,"Termina en 8","PLATEADO","GRIS",5,"SI","SI","NO","Cartago","20 de Octubre del 2020",11,"Suzuki","GRAND VITARA"
19950000,"Hyundai COUNTY DELUXE",2015,51,3900,"Microbús/Minivan","Diesel","Manual","Excelente",1,"Termina en 8","BLANCO","GRIS",2,"SI","NO","SI","San José","04 de Febrero del 2021",4,"Hyundai","COUNTY DELUXE"
9900000,"Honda CRV EXL LIMITED",2012,862,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",142000,"Termina en 1","GRIS","NEGRO",5,"SI","SI","SI","San José","24 de Enero del 2021",25,"Honda","CRV EXL LIMITED"
6500000,"Hyundai ELANTRA ",2012,92,1800,"Sedán","Gasolina","Automática/Dual","Excelente",80000,"Termina en 6","GRIS","NEGRO",4,"SI","SI","NO","Alajuela","13 de Enero del 2021",27,"Hyundai","ELANTRA"
7500000,"Hyundai H1",2012,122,2500,"Pánel","Diesel","Manual","Muy Bueno",248000,"ND","BLANCO","GRIS",2,"SI","SI","NO","San José","25 de Enero del 2021",8,"Hyundai","H1"
1500000,"Nissan SENTRA",1995,696,1600,"Sedán","Gasolina","Automática/Dual","Excelente",133000,"ND","NEGRO","BEIGE",4,"SI","SI","NO","San José","13 de Noviembre del 2020",15,"Nissan","SENTRA"
3750000,"Peugeot 207",2012,183,1400,"Sedán","Gasolina","Manual","Excelente",58000,"Termina en 4","GRIS","NEGRO",5,"SI","SI","SI","San José","22 de Enero del 2021",15,"Peugeot","207"
